Tyè 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575,0697011;1,143778452;;585,0274082;981,4453125;0,981445313;;540,6741761;1,067634561;;;;;;;;;;;;;;;;;;;;;;;
571,291406;1,149468892;;585,5238003;986,328125;0,986328125;;544,8904279;1,072946176;;;;;;;;;;;;;;;;;;;;;;;
571,5452607;1,155159332;;586,2328143;991,2109375;0,991210938;;545,7283486;1,07825779;;;;;;;;;;;;;;;;;;;;;;;
571,7082796;1,160849772;;586,8912664;996,09375;0,99609375;;546,5193187;1,083569405;;;;;;;;;;;;;;;;;;;;;;;
571,7261107;1,166540212;;587,2976968;1000,976563;1,000976563;;547,15299;1,08888102;;;;;;;;;;;;;;;;;;;;;;;
571,2548461;1,172230653;;587,431015;1005,859375;1,005859375;;548,0305485;1,094192635;;;;;;;;;;;;;;;;;;;;;;;
571,0180555;1,177921093;;587,603118;1010,742188;1,010742188;;548,8141692;1,099504249;;;;;;;;;;;;;;;;;;;;;;;
570,9690242;1,183611533;;587,9486838;1015,625;1,015625;;549,8598507;1,104815864;;;;;;;;;;;;;;;;;;;;;;;
574,8557227;1,189301973;;588,2803684;1020,507813;1,020507813;;550,5966827;1,110127479;;;;;;;;;;;;;;;;;;;;;;;
575,0911159;1,194992413;;588,1246437;1025,390625;1,025390625;;550,8603985;1,115439094;;;;;;;;;;;;;;;;;;;;;;;
575,2680888;1,200682853;;588,1007354;1030,273438;1,030273438;;551,1810113;1,120750708;;;;;;;;;;;;;;;;;;;;;;;
575,6970038;1,206373293;;588,4150508;1035,15625;1,03515625;;551,6686169;1,126062323;;;;;;;;;;;;;;;;;;;;;;;
575,6815536;1,212063733;;588,6314062;1040,039063;1,040039063;;551,8436231;1,131373938;;;;;;;;;;;;;;;;;;;;;;;
575,9214767;1,217754173;;584,5220725;1044,921875;1,044921875;;552,1771262;1,136685552;;;;;;;;;;;;;;;;;;;;;;;
575,970788;1,223444613;;584,6931929;1049,804688;1,049804688;;552,711935;1,141997167;;;;;;;;;;;;;;;;;;;;;;;
575,6416329;1,229135053;;585,1232578;1054,6875;1,0546875;;552,7806773;1,147308782;;;;;;;;;;;;;;;;;;;;;;;
575,5204077;1,234825493;;585,2672488;1059,570313;1,059570313;;553,5350838;1,152620397;;;;;;;;;;;;;;;;;;;;;;;
574,9762059;1,240515933;;585,7259408;1064,453125;1,064453125;;554,0249359;1,157932011;;;;;;;;;;;;;;;;;;;;;;;
575,0307274;1,246206373;;586,3987696;1069,335938;1,069335938;;553,9686399;1,163243626;;;;;;;;;;;;;;;;;;;;;;;
574,7071051;1,251896813;;587,2667377;1074,21875;1,07421875;;554,1900077;1,168555241;;;;;;;;;;;;;;;;;;;;;;;
574,7417331;1,257587253;;587,9947866;1079,101563;1,079101563;;554,0999111;1,173866856;;;;;;;;;;;;;;;;;;;;;;;
574,4265042;1,263277693;;589,1015974;1083,984375;1,083984375;;554,286229;1,17917847;;;;;;;;;;;;;;;;;;;;;;;
574,4222164;1,268968134;;590,181286;1088,867188;1,088867188;;554,5560761;1,184490085;;;;;;;;;;;;;;;;;;;;;;;
574,352426;1,274658574;;591,4961208;1093,75;1,09375;;550,4611506;1,1898017;;;;;;;;;;;;;;;;;;;;;;;
574,7682465;1,280349014;;593,2236654;1098,632813;1,098632813;;550,2538838;1,195113314;;;;;;;;;;;;;;;;;;;;;;;
574,7454807;1,286039454;;594,9922786;1103,515625;1,103515625;;549,9985997;1,200424929;;;;;;;;;;;;;;;;;;;;;;;
570,2019087;1,291729894;;595,3006554;1108,398438;1,108398438;;549,6843717;1,205736544;;;;;;;;;;;;;;;;;;;;;;;
574,0501626;1,297420334;;594,8369063;1113,28125;1,11328125;;549,6201042;1,211048159;;;;;;;;;;;;;;;;;;;;;;;
573,6516858;1,303110774;;599,2552975;1118,164063;1,118164063;;549,6339561;1,216359773;;;;;;;;;;;;;;;;;;;;;;;
573,6602435;1,308801214;;599,7272725;1123,046875;1,123046875;;549,7902688;1,221671388;;;;;;;;;;;;;;;;;;;;;;;
569,5068783;1,314491654;;599,7887175;1127,929688;1,127929688;;549,9429158;1,226983003;;;;;;;;;;;;;;;;;;;;;;;
569,7335176;1,320182094;;599,670097;1132,8125;1,1328125;;549,8521499;1,232294618;;;;;;;;;;;;;;;;;;;;;;;
569,8548814;1,325872534;;599,9721483;1137,695313;1,137695313;;549,8588662;1,237606232;;;;;;;;;;;;;;;;;;;;;;;
569,8894988;1,331562974;;593,067812;1142,578125;1,142578125;;549,7980355;1,242917847;;;;;;;;;;;;;;;;;;;;;;;
570,2239854;1,337253414;;591,7523845;1147,460938;1,147460938;;549,4977191;1,248229462;;;;;;;;;;;;;;;;;;;;;;;
570,8123093;1,342943854;;590,4991206;1152,34375;1,15234375;;549,4985597;1,253541077;;;;;;;;;;;;;;;;;;;;;;;
570,963807;1,348634294;;600,0854911;1157,226563;1,157226563;;549,4175062;1,258852691;;;;;;;;;;;;;;;;;;;;;;;
571,3387202;1,354324734;;599,36533;1162,109375;1,162109375;;549,5914546;1,264164306;;;;;;;;;;;;;;;;;;;;;;;
571,1603753;1,360015175;;599,3568612;1166,992188;1,166992188;;549,7338898;1,269475921;;;;;;;;;;;;;;;;;;;;;;;
571,0159688;1,365705615;;599,1834084;1171,875;1,171875;;549,7194113;1,274787535;;;;;;;;;;;;;;;;;;;;;;;
570,6813419;1,371396055;;594,6351523;1176,757813;1,176757813;;549,4612406;1,28009915;;;;;;;;;;;;;;;;;;;;;;;
570,2857435;1,377086495;;594,7474616;1181,640625;1,181640625;;549,1819863;1,285410765;;;;;;;;;;;;;;;;;;;;;;;
570,3668847;1,382776935;;594,9193209;1186,523438;1,186523438;;548,6987128;1,29072238;;;;;;;;;;;;;;;;;;;;;;;
574,5425205;1,388467375;;594,5141249;1191,40625;1,19140625;;548,420064;1,296033994;;;;;;;;;;;;;;;;;;;;;;;
574,7707532;1,394157815;;594,124316;1196,289063;1,196289063;;547,9453767;1,301345609;;;;;;;;;;;;;;;;;;;;;;;
575,2633781;1,399848255;;593,9686853;1201,171875;1,201171875;;547,6243435;1,306657224;;;;;;;;;;;;;;;;;;;;;;;
575,7831391;1,405538695;;593,8398845;1206,054688;1,206054688;;547,2927824;1,311968839;;;;;;;;;;;;;;;;;;;;;;;
575,8876324;1,411229135;;593,2389552;1210,9375;1,2109375;;547,2340875;1,317280453;;;;;;;;;;;;;;;;;;;;;;;
575,7782215;1,416919575;;592,6176712;1215,820313;1,215820313;;546,9101375;1,322592068;;;;;;;;;;;;;;;;;;;;;;;
575,3974166;1,422610015;;591,9195701;1220,703125;1,220703125;;546,9600294;1,327903683;;;;;;;;;;;;;;;;;;;;;;;
575,3896638;1,428300455;;591,8091153;1225,585938;1,225585938;;546,3568406;1,333215297;;;;;;;;;;;;;;;;;;;;;;;
575,6266424;1,433990895;;591,5846163;1230,46875;1,23046875;;545,9496524;1,338526912;;;;;;;;;;;;;;;;;;;;;;;
575,6894627;1,439681335;;591,4179473;1235,351563;1,235351563;;545,8510342;1,343838527;;;;;;;;;;;;;;;;;;;;;;;
575,9979769;1,445371775;;591,7479632;1240,234375;1,240234375;;545,5200156;1,349150142;;;;;;;;;;;;;;;;;;;;;;;
576,1878937;1,451062215;;591,2245328;1245,117188;1,245117188;;544,9450504;1,354461756;;;;;;;;;;;;;;;;;;;;;;;
572,3391042;1,456752656;;590,6550746;1250;1,25;;544,6341188;1,359773371;;;;;;;;;;;;;;;;;;;;;;;
572,9397616;1,462443096;;590,504196;1254,882813;1,254882813;;548,3909803;1,365084986;;;;;;;;;;;;;;;;;;;;;;;
573,4173344;1,468133536;;590,3470006;1259,765625;1,259765625;;544,326458;1,370396601;;;;;;;;;;;;;;;;;;;;;;;
573,391237;1,473823976;;590,0032419;1264,648438;1,264648438;;544,7115097;1,375708215;;;;;;;;;;;;;;;;;;;;;;;
573,5335213;1,479514416;;589,6343357;1269,53125;1,26953125;;544,4874923;1,38101983;;;;;;;;;;;;;;;;;;;;;;;
573,8744975;1,485204856;;593,6838591;1274,414063;1,274414063;;544,4034567;1,386331445;;;;;;;;;;;;;;;;;;;;;;;
574,0433194;1,490895296;;593,5971211;1279,296875;1,279296875;;544,2984735;1,39164306;;;;;;;;;;;;;;;;;;;;;;;
574,2422121;1,496585736;;593,497055;1284,179688;1,284179688;;544,0923836;1,396954674;;;;;;;;;;;;;;;;;;;;;;;
574,5538241;1,502276176;;593,4511355;1289,0625;1,2890625;;543,9134714;1,402266289;;;;;;;;;;;;;;;;;;;;;;;
575,1894543;1,507966616;;593,6018023;1293,945313;1,293945313;;543,9210171;1,407577904;;;;;;;;;;;;;;;;;;;;;;;
575,8531897;1,513657056;;594,0771746;1298,828125;1,298828125;;543,8169859;1,412889518;;;;;;;;;;;;;;;;;;;;;;;
576,2770066;1,519347496;;593,8952366;1303,710938;1,303710938;;543,6697646;1,418201133;;;;;;;;;;;;;;;;;;;;;;;
576,4527934;1,525037936;;594,0197746;1308,59375;1,30859375;;543,4155112;1,423512748;;;;;;;;;;;;;;;;;;;;;;;
576,2484815;1,530728376;;593,6943091;1313,476563;1,313476563;;543,2292261;1,428824363;;;;;;;;;;;;;;;;;;;;;;;
576,1129701;1,536418816;;593,8043879;1318,359375;1,318359375;;543,3483245;1,434135977;;;;;;;;;;;;;;;;;;;;;;;
576,3267273;1,542109256;;594,0708831;1323,242188;1,323242188;;539,7678159;1,439447592;;;;;;;;;;;;;;;;;;;;;;;
576,9400165;1,547799697;;590,3943858;1328,125;1,328125;;543,2849813;1,444759207;;;;;;;;;;;;;;;;;;;;;;;
577,4214475;1,553490137;;590,7333226;1333,007813;1,333007813;;543,0495516;1,450070822;;;;;;;;;;;;;;;;;;;;;;;
578,5192422;1,559180577;;591,5846307;1337,890625;1,337890625;;542,9423416;1,455382436;;;;;;;;;;;;;;;;;;;;;;;
579,1949916;1,564871017;;592,3893161;1342,773438;1,342773438;;543,1735408;1,460694051;;;;;;;;;;;;;;;;;;;;;;;
579,8038626;1,570561457;;592,9456199;1347,65625;1,34765625;;543,4877209;1,466005666;;;;;;;;;;;;;;;;;;;;;;;
580,1816661;1,576251897;;593,6251968;1352,539063;1,352539063;;543,522944;1,47131728;;;;;;;;;;;;;;;;;;;;;;;
580,2964239;1,581942337;;594,7394933;1357,421875;1,357421875;;543,7468684;1,476628895;;;;;;;;;;;;;;;;;;;;;;;
580,0261438;1,587632777;;594,7958398;1362,304688;1,362304688;;540,1266228;1,48194051;;;;;;;;;;;;;;;;;;;;;;;
579,8136651;1,593323217;;595,4267749;1367,1875;1,3671875;;543,2877433;1,487252125;;;;;;;;;;;;;;;;;;;;;;;
575,4372704;1,599013657;;596,0313858;1372,070313;1,372070313;;542,494282;1,492563739;;;;;;;;;;;;;;;;;;;;;;;
575,5026067;1,604704097;;596,6700837;1376,953125;1,376953125;;542,1686488;1,497875354;;;;;;;;;;;;;;;;;;;;;;;
575,3149672;1,610394537;;596,6134422;1381,835938;1,381835938;;541,9752303;1,503186969;;;;;;;;;;;;;;;;;;;;;;;
575,2033422;1,616084977;;596,7569796;1386,71875;1,38671875;;542,0388395;1,508498584;;;;;;;;;;;;;;;;;;;;;;;
575,4234244;1,621775417;;596,7136099;1391,601563;1,391601563;;542,1996595;1,513810198;;;;;;;;;;;;;;;;;;;;;;;
575,3915924;1,627465857;;596,8231726;1396,484375;1,396484375;;542,2037038;1,519121813;;;;;;;;;;;;;;;;;;;;;;;
575,352891;1,633156297;;596,4113114;1401,367188;1,401367188;;541,6770176;1,524433428;;;;;;;;;;;;;;;;;;;;;;;
575,1679305;1,638846737;;596,9347967;1406,25;1,40625;;541,1222053;1,529745043;;;;;;;;;;;;;;;;;;;;;;;
578,842451;1,644537178;;597,6199009;1411,132813;1,411132813;;540,6914451;1,535056657;;;;;;;;;;;;;;;;;;;;;;;
578,4335623;1,650227618;;598,2138606;1416,015625;1,416015625;;540,4225616;1,540368272;;;;;;;;;;;;;;;;;;;;;;;
578,3973297;1,655918058;;598,1265978;1420,898438;1,420898438;;540,2325066;1,545679887;;;;;;;;;;;;;;;;;;;;;;;
578,4202874;1,661608498;;602,0638018;1425,78125;1,42578125;;540,1571792;1,550991501;;;;;;;;;;;;;;;;;;;;;;;
578,5627315;1,667298938;;601,9162684;1430,664063;1,430664063;;540,0470077;1,556303116;;;;;;;;;;;;;;;;;;;;;;;
578,7096077;1,672989378;;601,9682406;1435,546875;1,435546875;;539,6859223;1,561614731;;;;;;;;;;;;;;;;;;;;;;;
578,9053839;1,678679818;;601,7854012;1440,429688;1,440429688;;536,3323442;1,566926346;;;;;;;;;;;;;;;;;;;;;;;
579,056509;1,684370258;;601,6501209;1445,3125;1,4453125;;536,5714879;1,57223796;;;;;;;;;;;;;;;;;;;;;;;
579,2558651;1,690060698;;601,5963674;1450,195313;1,450195313;;536,2147259;1,577549575;;;;;;;;;;;;;;;;;;;;;;;
579,3224805;1,695751138;;601,9406644;1455,078125;1,455078125;;535,4977353;1,58286119;;;;;;;;;;;;;;;;;;;;;;;
579,5019568;1,701441578;;597,6049085;1459,960938;1,459960938;;538,6142414;1,588172805;;;;;;;;;;;;;;;;;;;;;;;
579,3717672;1,707132018;;598,268149;1464,84375;1,46484375;;538,457667;1,593484419;;;;;;;;;;;;;;;;;;;;;;;
579,4619193;1,712822458;;599,0965439;1469,726563;1,469726563;;538,0301794;1,598796034;;;;;;;;;;;;;;;;;;;;;;;
579,1861002;1,718512898;;599,3444018;1474,609375;1,474609375;;538,0663889;1,604107649;;;;;;;;;;;;;;;;;;;;;;;
578,8780264;1,724203338;;598,9207959;1479,492188;1,479492188;;537,8867804;1,609419263;;;;;;;;;;;;;;;;;;;;;;;
578,7536505;1,729893778;;598,4993995;1484,375;1,484375;;537,9251391;1,614730878;;;;;;;;;;;;;;;;;;;;;;;
574,3701791;1,735584219;;598,4707283;1489,257813;1,489257813;;538,3648685;1,620042493;;;;;;;;;;;;;;;;;;;;;;;
573,8230769;1,741274659;;598,2251807;1494,140625;1,494140625;;538,2068027;1,625354108;;;;;;;;;;;;;;;;;;;;;;;
573,6199823;1,746965099;;598,0980403;1499,023438;1,499023438;;538,1957248;1,630665722;;;;;;;;;;;;;;;;;;;;;;;
573,2512816;1,752655539;;598,1096732;1503,90625;1,50390625;;537,7366137;1,635977337;;;;;;;;;;;;;;;;;;;;;;;
573,1695732;1,758345979;;598,2701802;1508,789063;1,508789063;;537,5540493;1,641288952;;;;;;;;;;;;;;;;;;;;;;;
572,9070949;1,764036419;;598,2263935;1513,671875;1,513671875;;537,2545354;1,646600567;;;;;;;;;;;;;;;;;;;;;;;
573,006081;1,769726859;;598,7873797;1518,554688;1,518554688;;537,149372;1,651912181;;;;;;;;;;;;;;;;;;;;;;;
573,0487584;1,775417299;;599,4588361;1523,4375;1,5234375;;536,9397973;1,657223796;;;;;;;;;;;;;;;;;;;;;;;
572,899963;1,781107739;;599,751229;1528,320313;1,528320313;;536,6310975;1,662535411;;;;;;;;;;;;;;;;;;;;;;;
572,6062407;1,786798179;;599,1620815;1533,203125;1,533203125;;536,536246;1,667847026;;;;;;;;;;;;;;;;;;;;;;;
572,8810125;1,792488619;;598,5487115;1538,085938;1,538085938;;536,6090683;1,67315864;;;;;;;;;;;;;;;;;;;;;;;
572,7881912;1,798179059;;598,0955944;1542,96875;1,54296875;;536,4659507;1,678470255;;;;;;;;;;;;;;;;;;;;;;;
573,1664769;1,803869499;;597,7499785;1547,851563;1,547851563;;536,5334563;1,68378187;;;;;;;;;;;;;;;;;;;;;;;
573,1066865;1,809559939;;597,2118683;1552,734375;1,552734375;;536,9280061;1,689093484;;;;;;;;;;;;;;;;;;;;;;;
576,973013;1,815250379;;596,7230743;1557,617188;1,557617188;;536,5713337;1,694405099;;;;;;;;;;;;;;;;;;;;;;;
576,7899789;1,820940819;;596,5848672;1562,5;1,5625;;536,7082665;1,699716714;;;;;;;;;;;;;;;;;;;;;;;
576,5552316;1,826631259;;596,2589868;1567,382813;1,567382813;;536,1887137;1,705028329;;;;;;;;;;;;;;;;;;;;;;;
575,9619308;1,8323217;;596,4771394;1572,265625;1,572265625;;535,9133939;1,710339943;;;;;;;;;;;;;;;;;;;;;;;
575,8022141;1,83801214;;592,6689063;1577,148438;1,577148438;;535,7224196;1,715651558;;;;;;;;;;;;;;;;;;;;;;;
575,7883306;1,84370258;;592,8351001;1582,03125;1,58203125;;535,5506607;1,720963173;;;;;;;;;;;;;;;;;;;;;;;
576,1187301;1,84939302;;592,6976876;1586,914063;1,586914063;;535,738365;1,726274788;;;;;;;;;;;;;;;;;;;;;;;
576,4550447;1,85508346;;591,3571382;1591,796875;1,591796875;;535,48249;1,731586402;;;;;;;;;;;;;;;;;;;;;;;
576,6516785;1,8607739;;595,591276;1596,679688;1,596679688;;535,3704043;1,736898017;;;;;;;;;;;;;;;;;;;;;;;
577,4451579;1,86646434;;595,4074353;1601,5625;1,6015625;;535,4847271;1,742209632;;;;;;;;;;;;;;;;;;;;;;;
577,1961074;1,87215478;;595,1011349;1606,445313;1,606445313;;532,2334031;1,747521246;;;;;;;;;;;;;;;;;;;;;;;
577,1919669;1,87784522;;594,932183;1611,328125;1,611328125;;531,9411757;1,752832861;;;;;;;;;;;;;;;;;;;;;;;
577,2293044;1,88353566;;594,6394917;1616,210938;1,616210938;;531,7178514;1,758144476;;;;;;;;;;;;;;;;;;;;;;;
577,1630202;1,8892261;;594,6815891;1621,09375;1,62109375;;531,4858672;1,763456091;;;;;;;;;;;;;;;;;;;;;;;
577,1069807;1,89491654;;595,0054767;1625,976563;1,625976563;;531,2618597;1,768767705;;;;;;;;;;;;;;;;;;;;;;;
576,9402713;1,90060698;;595,37408;1630,859375;1,630859375;;531,3576053;1,77407932;;;;;;;;;;;;;;;;;;;;;;;
576,5461989;1,90629742;;595,7907129;1635,742188;1,635742188;;531,5487048;1,779390935;;;;;;;;;;;;;;;;;;;;;;;
576,1762064;1,91198786;;595,5572034;1640,625;1,640625;;531,6555698;1,78470255;;;;;;;;;;;;;;;;;;;;;;;
575,8146524;1,9176783;;594,7406754;1645,507813;1,645507813;;531,8474794;1,790014164;;;;;;;;;;;;;;;;;;;;;;;
575,8803654;1,923368741;;594,5291221;1650,390625;1,650390625;;532,3526631;1,795325779;;;;;;;;;;;;;;;;;;;;;;;
572,0461568;1,929059181;;594,1359209;1655,273438;1,655273438;;532,8038545;1,800637394;;;;;;;;;;;;;;;;;;;;;;;
572,5622437;1,934749621;;594,5066264;1660,15625;1,66015625;;533,0521021;1,805949009;;;;;;;;;;;;;;;;;;;;;;;
572,86582;1,940440061;;594,1999278;1665,039063;1,665039063;;533,2822316;1,811260623;;;;;;;;;;;;;;;;;;;;;;;
573,2428296;1,946130501;;594,2200876;1669,921875;1,669921875;;533,3790194;1,816572238;;;;;;;;;;;;;;;;;;;;;;;
573,1953021;1,951820941;;594,4453753;1674,804688;1,674804688;;533,5243559;1,821883853;;;;;;;;;;;;;;;;;;;;;;;
572,9294843;1,957511381;;594,9650165;1679,6875;1,6796875;;533,9047357;1,827195467;;;;;;;;;;;;;;;;;;;;;;;
572,9479155;1,963201821;;595,4159966;1684,570313;1,684570313;;534,0734193;1,832507082;;;;;;;;;;;;;;;;;;;;;;;
572,5598221;1,968892261;;595,8864019;1689,453125;1,689453125;;534,6752573;1,837818697;;;;;;;;;;;;;;;;;;;;;;;
572,804416;1,974582701;;596,1107113;1694,335938;1,694335938;;535,1416984;1,843130312;;;;;;;;;;;;;;;;;;;;;;;
572,9531056;1,980273141;;595,9797208;1699,21875;1,69921875;;535,5595977;1,848441926;;;;;;;;;;;;;;;;;;;;;;;
573,2269334;1,985963581;;595,7541694;1704,101563;1,704101563;;536,4135735;1,853753541;;;;;;;;;;;;;;;;;;;;;;;
573,4878467;1,991654021;;595,6470653;1708,984375;1,708984375;;536,6695935;1,859065156;;;;;;;;;;;;;;;;;;;;;;;
573,826425;1,997344461;;594,971741;1713,867188;1,713867188;;537,1374619;1,864376771;;;;;;;;;;;;;;;;;;;;;;;
574,0817504;2,003034901;;594,7091964;1718,75;1,71875;;541,1016119;1,869688385;;;;;;;;;;;;;;;;;;;;;;;
574,1069069;2,008725341;;595,5647986;1723,632813;1,723632813;;541,5557454;1,875;;;;;;;;;;;;;;;;;;;;;;;
573,8507535;2,014415781;;595,7218517;1728,515625;1,728515625;;542,1606693;1,880311615;;;;;;;;;;;;;;;;;;;;;;;
577,8342737;2,020106222;;591,5745511;1733,398438;1,733398438;;542,9128732;1,88562323;;;;;;;;;;;;;;;;;;;;;;;
577,7457138;2,025796662;;592,5665812;1738,28125;1,73828125;;543,3777853;1,890934844;;;;;;;;;;;;;;;;;;;;;;;
577,3299616;2,031487102;;592,7724265;1743,164063;1,743164063;;543,9809955;1,896246459;;;;;;;;;;;;;;;;;;;;;;;
577,3590793;2,037177542;;592,378734;1748,046875;1,748046875;;544,4938509;1,901558074;;;;;;;;;;;;;;;;;;;;;;;
577,222771;2,042867982;;592,3243145;1752,929688;1,752929688;;544,8786407;1,906869688;;;;;;;;;;;;;;;;;;;;;;;
577,5918495;2,048558422;;596,9647903;1757,8125;1,7578125;;545,4094268;1,912181303;;;;;;;;;;;;;;;;;;;;;;;
577,8021648;2,054248862;;597,1476267;1762,695313;1,762695313;;545,8748725;1,917492918;;;;;;;;;;;;;;;;;;;;;;;
574,0607216;2,059939302;;593,7756528;1767,578125;1,767578125;;542,6943311;1,922804533;;;;;;;;;;;;;;;;;;;;;;;
574,4185685;2,065629742;;594,3651407;1772,460938;1,772460938;;543,557063;1,928116147;;;;;;;;;;;;;;;;;;;;;;;
574,4447939;2,071320182;;595,3970631;1777,34375;1,77734375;;540,2586678;1,933427762;;;;;;;;;;;;;;;;;;;;;;;
573,8412183;2,077010622;;596,6733522;1782,226563;1,782226563;;539,8854329;1,938739377;;;;;;;;;;;;;;;;;;;;;;;
573,3256591;2,082701062;;594,2595703;1787,109375;1,787109375;;542,6551598;1,944050992;;;;;;;;;;;;;;;;;;;;;;;
572,8940547;2,088391502;;595,990759;1791,992188;1,791992188;;542,2480963;1,949362606;;;;;;;;;;;;;;;;;;;;;;;
572,9095222;2,094081942;;595,0261575;1796,875;1,796875;;542,242332;1,954674221;;;;;;;;;;;;;;;;;;;;;;;
573,3568257;2,099772382;;598,4974474;1801,757813;1,801757813;;542,1904247;1,959985836;;;;;;;;;;;;;;;;;;;;;;;
573,2362454;2,105462822;;602,4135458;1806,640625;1,806640625;;542,4082547;1,96529745;;;;;;;;;;;;;;;;;;;;;;;
573,7489168;2,111153263;;602,4577063;1811,523438;1,811523438;;542,6379329;1,970609065;;;;;;;;;;;;;;;;;;;;;;;
573,8785647;2,116843703;;602,9684882;1816,40625;1,81640625;;539,9510974;1,97592068;;;;;;;;;;;;;;;;;;;;;;;
573,8229269;2,122534143;;603,10612;1821,289063;1,821289063;;540,0649115;1,981232295;;;;;;;;;;;;;;;;;;;;;;;
573,9460832;2,128224583;;599,217084;1826,171875;1,826171875;;539,3510338;1,986543909;;;;;;;;;;;;;;;;;;;;;;;
574,2688178;2,133915023;;599,7143475;1831,054688;1,831054688;;542,336626;1,991855524;;;;;;;;;;;;;;;;;;;;;;;
574,5592068;2,139605463;;600,112597;1835,9375;1,8359375;;542,3317037;1,997167139;;;;;;;;;;;;;;;;;;;;;;;
574,6476452;2,145295903;;600,7500614;1840,820313;1,840820313;;542,2275995;2,002478754;;;;;;;;;;;;;;;;;;;;;;;
574,6997193;2,150986343;;600,3132455;1845,703125;1,845703125;;542,2937214;2,007790368;;;;;;;;;;;;;;;;;;;;;;;
574,4224085;2,156676783;;603,2310451;1850,585938;1,850585938;;542,6347315;2,013101983;;;;;;;;;;;;;;;;;;;;;;;
574,2754177;2,162367223;;603,2522875;1855,46875;1,85546875;;543,0408053;2,018413598;;;;;;;;;;;;;;;;;;;;;;;
574,0446291;2,168057663;;603,3267197;1860,351563;1,860351563;;543,3511128;2,023725213;;;;;;;;;;;;;;;;;;;;;;;
574,1775348;2,173748103;;599,2545328;1865,234375;1,865234375;;543,3850736;2,029036827;;;;;;;;;;;;;;;;;;;;;;;
574,0236885;2,179438543;;599,6740331;1870,117188;1,870117188;;543,5780285;2,034348442;;;;;;;;;;;;;;;;;;;;;;;
574,4687691;2,185128983;;599,4953129;1875;1,875;;543,5009492;2,039660057;;;;;;;;;;;;;;;;;;;;;;;
574,6977629;2,190819423;;599,1269565;1879,882813;1,879882813;;543,6211628;2,044971671;;;;;;;;;;;;;;;;;;;;;;;
575,2232482;2,196509863;;599,0090112;1884,765625;1,884765625;;543,5753055;2,050283286;;;;;;;;;;;;;;;;;;;;;;;
575,6535113;2,202200303;;598,6658118;1889,648438;1,889648438;;543,7058055;2,055594901;;;;;;;;;;;;;;;;;;;;;;;
575,229623;2,207890744;;598,4647762;1894,53125;1,89453125;;544,0402797;2,060906516;;;;;;;;;;;;;;;;;;;;;;;
574,9532295;2,213581184;;598,0001733;1899,414063;1,899414063;;544,2987083;2,06621813;;;;;;;;;;;;;;;;;;;;;;;
574,4945816;2,219271624;;597,9013065;1904,296875;1,904296875;;544,6538646;2,071529745;;;;;;;;;;;;;;;;;;;;;;;
578,5307038;2,224962064;;597,7946987;1909,179688;1,909179688;;544,8216141;2,07684136;;;;;;;;;;;;;;;;;;;;;;;
578,5373294;2,230652504;;597,5758582;1914,0625;1,9140625;;545,0395319;2,082152975;;;;;;;;;;;;;;;;;;;;;;;
578,3647416;2,236342944;;597,829003;1918,945313;1,918945313;;545,2876499;2,087464589;;;;;;;;;;;;;;;;;;;;;;;
578,5846245;2,242033384;;598,3240523;1923,828125;1,923828125;;545,7823794;2,092776204;;;;;;;;;;;;;;;;;;;;;;;
574,902595;2,247723824;;598,6153646;1928,710938;1,928710938;;546,0000853;2,098087819;;;;;;;;;;;;;;;;;;;;;;;
575,268343;2,253414264;;598,7490958;1933,59375;1,93359375;;546,0996309;2,103399433;;;;;;;;;;;;;;;;;;;;;;;
575,7245892;2,259104704;;598,9104975;1938,476563;1,938476563;;546,2836156;2,108711048;;;;;;;;;;;;;;;;;;;;;;;
576,0716958;2,264795144;;599,1047216;1943,359375;1,943359375;;546,4422747;2,114022663;;;;;;;;;;;;;;;;;;;;;;;
576,6708429;2,270485584;;599,1223276;1948,242188;1,948242188;;546,5158636;2,119334278;;;;;;;;;;;;;;;;;;;;;;;
576,5628347;2,276176024;;599,0276941;1953,125;1,953125;;543,1874546;2,124645892;;;;;;;;;;;;;;;;;;;;;;;
576,7635714;2,281866464;;599,098166;1958,007813;1,958007813;;543,6598264;2,129957507;;;;;;;;;;;;;;;;;;;;;;;
576,8429124;2,287556904;;599,180887;1962,890625;1,962890625;;543,7482655;2,135269122;;;;;;;;;;;;;;;;;;;;;;;
577,0189826;2,293247344;;598,5827068;1967,773438;1,967773438;;543,8729075;2,140580737;;;;;;;;;;;;;;;;;;;;;;;
577,0516884;2,298937785;;598,0231059;1972,65625;1,97265625;;543,9425683;2,145892351;;;;;;;;;;;;;;;;;;;;;;;
576,8819291;2,304628225;;597,0942977;1977,539063;1,977539063;;544,0252783;2,151203966;;;;;;;;;;;;;;;;;;;;;;;
577,1880753;2,310318665;;596,6385749;1982,421875;1,982421875;;544,1620542;2,156515581;;;;;;;;;;;;;;;;;;;;;;;
577,4020051;2,316009105;;596,3327931;1987,304688;1,987304688;;544,2305798;2,161827196;;;;;;;;;;;;;;;;;;;;;;;
577,7232707;2,321699545;;596,5700267;1992,1875;1,9921875;;547,8349591;2,16713881;;;;;;;;;;;;;;;;;;;;;;;
578,1223346;2,327389985;;596,6187148;1997,070313;1,997070313;;547,8825778;2,172450425;;;;;;;;;;;;;;;;;;;;;;;
